address,predicted_block,predicted_street,predicted_building,predicted_floor_num,predicted_unit_num,predicted_country,predicted_postal_code,block,street,building,floor_num,unit_num,country,postal_code,accuracy,latitude,longitude
139 BUKIT BATOK WEST AVENUE 6 #13-42 SINGAPORE 650139,139,BUKIT BATOK WEST AVENUE 6,,13,42,SINGAPORE,650139,139,BUKIT BATOK WEST AVENUE 6,,13,42,SINGAPORE,650139,1.0,1.35261835,103.73692765
64 STAR LEARNERS @ BEDOK PTE. LTD. #11-87 NEW UPPER CHANGI ROAD SINGAPORE 460064,64,NEW UPPER CHANGI ROAD,STAR LEARNERS @ BEDOK PTE. LTD.,11,87,SINGAPORE,460064,64,NEW UPPER CHANGI ROAD,STAR LEARNERS @ BEDOK PTE. LTD.,11,87,SINGAPORE,460064,1.0,1.3241961,103.9398059
877 #26-53 TAMPINES SPRING TAMPINES STREET 84 SINGAPORE 520877,877,TAMPINES STREET 84,TAMPINES SPRING,26,53,SINGAPORE,520877,877,TAMPINES STREET 84,TAMPINES SPRING,26,53,SINGAPORE,520877,1.0,1.3525199,103.9314929
771 #16-06 LONGVALE BEDOK RESERVOIR VIEW SINGAPORE 470771,771,BEDOK RESERVOIR VIEW,LONGVALE,16,06,SINGAPORE,470771,771,BEDOK RESERVOIR VIEW,LONGVALE,16,06,SINGAPORE,470771,1.0,23.8970788,79.567363
703 ACE @ WORK CHILDCARE PTE LTD #08-24 CHOA CHU KANG STREET 53 SINGAPORE 680703,703,CHOA CHU KANG STREET 53,ACE @ WORK CHILDCARE PTE LTD,08,24,SINGAPORE,680703,703,CHOA CHU KANG STREET 53,ACE @ WORK CHILDCARE PTE LTD,08,24,SINGAPORE,680703,1.0,10.378818357142856,76.14278337142858
265 TOH GUAN ROAD TOH GUAN VIEW #27-09 SINGAPORE 600265,265,TOH GUAN ROAD,TOH GUAN VIEW,27,09,SINGAPORE,600265,265,TOH GUAN ROAD,TOH GUAN VIEW,27,09,SINGAPORE,600265,1.0,1.3406978,103.7445759
709 #12-27 BEDOK RESERVOIR ROAD PPIS CHILD DEVELOPMENT CENTRE - BEDOK RESERVOIR SINGAPORE 470709,709,BEDOK RESERVOIR ROAD,PPIS CHILD DEVELOPMENT CENTRE - BEDOK RESERVOIR,12,27,SINGAPORE,470709,709,BEDOK RESERVOIR ROAD,PPIS CHILD DEVELOPMENT CENTRE - BEDOK RESERVOIR,12,27,SINGAPORE,470709,1.0,1.3355375,103.9221621
285C PCF SPARKLETOTS PRESCHOOL @ BUKIT BATOK EAST BLOCK 285C (KN) #23-92 TOH GUAN ROAD SINGAPORE 603285,285C,TOH GUAN ROAD,PCF SPARKLETOTS PRESCHOOL @ BUKIT BATOK EAST BLOCK 285C (KN),23,92,SINGAPORE,603285,285C,TOH GUAN ROAD,PCF SPARKLETOTS PRESCHOOL @ BUKIT BATOK EAST BLOCK 285C (KN),23,92,SINGAPORE,603285,1.0,1.3378836,103.7466202
473 #10-97 TECK GHEE HORIZON ANG MO KIO AVENUE 10 SINGAPORE 560473,473,ANG MO KIO AVENUE 10,TECK GHEE HORIZON,10,97,SINGAPORE,560473,473,ANG MO KIO AVENUE 10,TECK GHEE HORIZON,10,97,SINGAPORE,560473,1.0,1.3630371,103.8568513
375 #27-38 CLEMENTI AVENUE 4 MY FIRST SKOOL SINGAPORE 120375,375,CLEMENTI AVENUE 4,MY FIRST SKOOL,27,38,SINGAPORE,120375,375,CLEMENTI AVENUE 4,MY FIRST SKOOL,27,38,SINGAPORE,120375,1.0,1.3184777,103.7667668
98 CRESCENT VIEW #13-58 COMMONWEALTH CRESCENT SINGAPORE 140098,98,COMMONWEALTH CRESCENT,CRESCENT VIEW,13,58,SINGAPORE,140098,98,COMMONWEALTH CRESCENT,CRESCENT VIEW,13,58,SINGAPORE,140098,1.0,1.3067809,103.8015765
21 #08-65 BALAM GARDENS BALAM ROAD SINGAPORE 370021,21,BALAM ROAD,BALAM GARDENS,08,65,SINGAPORE,370021,21,BALAM ROAD,BALAM GARDENS,08,65,SINGAPORE,370021,1.0,37.9695218,23.6499242
859A TAMPINES PARKVIEW TAMPINES AVENUE 5 #25-92 SINGAPORE 521859,859A,TAMPINES AVENUE 5,TAMPINES PARKVIEW,25,92,SINGAPORE,521859,859A,TAMPINES AVENUE 5,TAMPINES PARKVIEW,25,92,SINGAPORE,521859,1.0,1.3550484,103.9380738
676B #11-15 PUNGGOL DRIVE WATERWAY BROOKS SINGAPORE 822676,676B,PUNGGOL DRIVE,WATERWAY BROOKS,11,15,SINGAPORE,822676,676B,PUNGGOL DRIVE,WATERWAY BROOKS,11,15,SINGAPORE,822676,1.0,1.4049388,103.9104086
543 BEDOK NORTH STREET 3 #21-03 BEDOK NORTH GREEN SINGAPORE 460543,543,BEDOK NORTH STREET 3,BEDOK NORTH GREEN,21,03,SINGAPORE,460543,543,BEDOK NORTH STREET 3,BEDOK NORTH GREEN,21,03,SINGAPORE,460543,1.0,1.3302748,103.9230336
705 BEDOK NORTH ROAD #20-57 RESERVOIR RISE SINGAPORE 470705,705,BEDOK NORTH ROAD,RESERVOIR RISE,20,57,SINGAPORE,470705,705,BEDOK NORTH ROAD,RESERVOIR RISE,20,57,SINGAPORE,470705,1.0,1.3366188,103.9189662
32 MARINE CRESCENT VILLE MARINE CRESCENT #09-17 SINGAPORE 440032,32,MARINE CRESCENT,MARINE CRESCENT VILLE,09,17,SINGAPORE,440032,32,MARINE CRESCENT,MARINE CRESCENT VILLE,09,17,SINGAPORE,440032,1.0,53.2087182,45.18796676666667
BLOCK 107 TOWNER ROAD #02-94 SINGAPORE 321107,107,TOWNER ROAD,,02,94,SINGAPORE,321107,107,TOWNER ROAD,,02,94,SINGAPORE,321107,1.0,1.3195887,103.859883
18 MARINE TERRACE BREEZE MARINE TERRACE #28-16 SINGAPORE 440018,18,MARINE TERRACE,MARINE TERRACE BREEZE,28,16,SINGAPORE,440018,18,MARINE TERRACE,MARINE TERRACE BREEZE,28,16,SINGAPORE,440018,1.0,53.203070562962964,44.97001845185185
167 BUKIT BATOK WEST AVENUE 8 #27-72 SINGAPORE 650167,167,BUKIT BATOK WEST AVENUE 8,,27,72,SINGAPORE,650167,167,BUKIT BATOK WEST AVENUE 8,,27,72,SINGAPORE,650167,1.0,1.3469049,103.7422953
507 #02-41 KAKI BUKIT VILLE BEDOK NORTH AVENUE 3 SINGAPORE 460507,507,BEDOK NORTH AVENUE 3,KAKI BUKIT VILLE,02,41,SINGAPORE,460507,507,BEDOK NORTH AVENUE 3,KAKI BUKIT VILLE,02,41,SINGAPORE,460507,1.0,51.76474138125,55.2665900625
402 RAINBOW VILLE #11-84 BEDOK NORTH AVENUE 3 SINGAPORE 460402,402,BEDOK NORTH AVENUE 3,RAINBOW VILLE,11,84,SINGAPORE,460402,402,BEDOK NORTH AVENUE 3,RAINBOW VILLE,11,84,SINGAPORE,460402,1.0,1.3305346,103.9337192
34 UPPER CROSS STREET #27-53 SINGAPORE 050034,34,UPPER CROSS STREET,,27,53,SINGAPORE,050034,34,UPP CROSS STREET,,27,53,SINGAPORE,050034,0.8571428571428571,44.4353631,26.09550119
618 #18-95 CHOA CHU KANG NORTH 7 SINGAPORE 680618,618,CHOA CHU KANG NORTH 7,,18,95,SINGAPORE,680618,618,CHOA CHU KANG NORTH 7,,18,95,SINGAPORE,680618,1.0,10.514716814285714,76.19301015714285
28 SENANG CRESCENT #4-12 BIZHUB 28 SINGAPORE 416601,28,SENANG CRESCENT,BIZHUB 28,4,12,SINGAPORE,416601,28,SENANG CRESCENT,BIZHUB 28,4,12,SINGAPORE,416601,1.0,16.373894366666665,73.79238976666666
367 TAMPINES STREET 34 #17-16 SINGAPORE 520367,367,TAMPINES STREET 34,,17,16,SINGAPORE,520367,367,TAMPINES STREET 34,,17,16,SINGAPORE,520367,1.0,1.3583864,103.9605184
410C #12-75 CORAL SPRING FERNVALE ROAD SINGAPORE 793410,410C,FERNVALE ROAD,CORAL SPRING,12,75,SINGAPORE,793410,410C,FERNVALE ROAD,CORAL SPRING,12,75,SINGAPORE,793410,1.0,1.3899406,103.8764585
15 PCF SPARKLETOTS PRESCHOOL @ MARSILING BLOCK 15 (KN) #14-66 MARSILING LANE SINGAPORE 730015,15,MARSILING LANE,PCF SPARKLETOTS PRESCHOOL @ MARSILING BLOCK 15 (KN),14,66,SINGAPORE,730015,15,MARSILING LANE,PCF SPARKLETOTS PRESCHOOL @ MARSILING BLOCK 15 (KN),14,66,SINGAPORE,730015,1.0,1.4419844,103.7784719
819 JURONG WEST STREET 81 #27-57 SINGAPORE 640819,819,JURONG WEST STREET 81,,27,57,SINGAPORE,640819,819,JURONG WEST STREET 81,,27,57,SINGAPORE,640819,1.0,1.3456209,103.6951182
556 ANG MO KIO AVENUE 10 PCF SPARKLETOTS PRESCHOOL @ JALAN KAYU BLOCK 556 (KN) #04-85 SINGAPORE 560556,556,ANG MO KIO AVENUE 10,PCF SPARKLETOTS PRESCHOOL @ JALAN KAYU BLOCK 556 (KN),04,85,SINGAPORE,560556,556,ANG MO KIO AVENUE 10,PCF SPARKLETOTS PRESCHOOL @ JALAN KAYU BLOCK 556 (KN),04,85,SINGAPORE,560556,1.0,1.3720322,103.8576048
612 CLEMENTI WEST STREET 1 #06-40 SINGAPORE 120612,612,CLEMENTI WEST STREET 1,,06,40,SINGAPORE,120612,612,CLEMENTI WEST STREET 1,,06,40,SINGAPORE,120612,1.0,1.3035364,103.7688354
135 BISHAN STREET 12 BISHAN GREEN #02-25 SINGAPORE 570135,135,BISHAN STREET 12,BISHAN GREEN,02,25,SINGAPORE,570135,135,BISHAN STREET 12,BISHAN GREEN,02,25,SINGAPORE,570135,1.0,1.3445614,103.8512803
BLOCK 414 JURONG WEST STREET 42 #07-52 SINGAPORE 640414,414,JURONG WEST STREET 42,,07,52,SINGAPORE,640414,414,JURONG WEST STREET 42,,07,52,SINGAPORE,640414,1.0,1.3528121,103.7260107
337C #12-11 TAH CHING ROAD SINGAPORE 613337,337C,TAH CHING ROAD,,12,11,SINGAPORE,613337,337C,TAH CHING ROAD,,12,11,SINGAPORE,613337,1.0,1.3371213,103.7217831
17 SAINT GEORGE'S EAST GARDENS SAINT GEORGE'S ROAD #20-57 SINGAPORE 320017,17,SAINT GEORGE'S ROAD,SAINT GEORGE'S EAST GARDENS,20,57,SINGAPORE,320017,17,SAINT GEORGE'S ROAD,SAINT GEORGE'S EAST GARDENS,20,57,SINGAPORE,320017,1.0,62.6095264,17.019983031086177
577 ANG MO KIO AVENUE 10 #22-42 CHENG SAN COURT SINGAPORE 560577,577,ANG MO KIO AVENUE 10,CHENG SAN COURT,22,42,SINGAPORE,560577,577,ANG MO KIO AVENUE 10,CHENG SAN COURT,22,42,SINGAPORE,560577,1.0,1.3717937,103.8558682
238 BUKIT BATOK EAST AVENUE 5 GOMBAK GARDENS #01-57 SINGAPORE 650238,238,BUKIT BATOK EAST AVENUE 5,GOMBAK GARDENS,01,57,SINGAPORE,650238,238,BUKIT BATOK EAST AVENUE 5,GOMBAK GARDENS,01,57,SINGAPORE,650238,1.0,1.3499773,103.7545157
33 #26-14 CHAI CHEE AVENUE ANSAR GARDEN SINGAPORE 461033,33,CHAI CHEE AVENUE,ANSAR GARDEN,26,14,SINGAPORE,461033,33,CHAI CHEE AVENUE,ANSAR GARDEN,26,14,SINGAPORE,461033,1.0,1.3239907,103.9258418
425 ANG MO KIO AVENUE 3 THONG CHAI MEDICAL INSTITUTION - ANG MO KIO #02-76 SINGAPORE 560425,425,ANG MO KIO AVENUE 3,THONG CHAI MEDICAL INSTITUTION - ANG MO KIO,02,76,SINGAPORE,560425,425,ANG MO KIO AVENUE 3,THONG CHAI MEDICAL INSTITUTION - ANG MO KIO,02,76,SINGAPORE,560425,1.0,1.3691198,103.8515393
929 JURONG WEST STREET 92 NANYANG EMERALD #28-96 SINGAPORE 640929,929,JURONG WEST STREET 92,NANYANG EMERALD,28,96,SINGAPORE,640929,929,JURONG WEST STREET 92,NANYANG EMERALD,28,96,SINGAPORE,640929,1.0,1.3412453,103.6892487
110 ALJUNIED CRESCENT #01-90 SINGAPORE 380110,110,ALJUNIED CRESCENT,,01,90,SINGAPORE,380110,110,ALJUNIED CRESCENT,,01,90,SINGAPORE,380110,1.0,1.3199811,103.8844554
1 ROCHOR CANAL ROAD SIM LIM SQUARE #3-26 SINGAPORE 188504,1,ROCHOR CANAL ROAD,SIM LIM SQUARE,3,26,SINGAPORE,188504,1,ROCHOR CANAL ROAD,SIM LIM SQUARE,3,26,SINGAPORE,188504,1.0,1.3031182333333333,103.85295795
260 BISHAN STREET 22 HDB PUBLIC SHELTERS #10-89 SINGAPORE 570260,260,BISHAN STREET 22,HDB PUBLIC SHELTERS,10,89,SINGAPORE,570260,260,BISHAN STREET 22,HDB PUBLIC SHELTERS,10,89,SINGAPORE,570260,1.0,48.276776,25.7146539
440 #13-39 ANG MO KIO AVENUE 10 SINGAPORE 560440,440,ANG MO KIO AVENUE 10,,13,39,SINGAPORE,560440,440,ANG MO KIO AVENUE 10,,13,39,SINGAPORE,560440,1.0,1.3664385,103.8543351
181 #21-69 CORPORATION SPRING YUNG SHENG ROAD SINGAPORE 610181,181,YUNG SHENG ROAD,CORPORATION SPRING,21,69,SINGAPORE,610181,181,YUNG SHENG ROAD,CORPORATION SPRING,21,69,SINGAPORE,610181,1.0,1.3337768,103.7217729
306 HONG KAH EAST GARDEN #25-96 JURONG EAST STREET 32 SINGAPORE 600306,306,JURONG EAST STREET 32,HONG KAH EAST GARDEN,25,96,SINGAPORE,600306,306,JURONG EAST STREET 32,HONG KAH EAST GARDEN,25,96,SINGAPORE,600306,1.0,1.3459069,103.7356135
230G #13-38 TAMPINES STREET 21 SINGAPORE 521230,230G,TAMPINES STREET 21,,13,38,SINGAPORE,521230,230G,TAMPINES STREET 21,,13,38,SINGAPORE,521230,1.0,16.7639313,80.6663082
90 COMMONWEALTH 16 #10-65 COMMONWEALTH DRIVE SINGAPORE 140090,90,COMMONWEALTH DRIVE,COMMONWEALTH 16,10,65,SINGAPORE,140090,90,COMMONWEALTH DRIVE,COMMONWEALTH 16,10,65,SINGAPORE,140090,1.0,55.62978016666666,37.85843952380952
613 CHOA CHU KANG STREET 62 #01-61 SINGAPORE 680613,613,CHOA CHU KANG STREET 62,,01,61,SINGAPORE,680613,613,CHOA CHU KANG STREET 62,,01,61,SINGAPORE,680613,1.0,10.472445937931035,76.10136049310344
306 #02-15 SERANGOON AVENUE 2 MY FIRST SKOOL SINGAPORE 550306,306,SERANGOON AVENUE 2,MY FIRST SKOOL,02,15,SINGAPORE,550306,306,SERANGOON AVENUE 2,MY FIRST SKOOL,02,15,SINGAPORE,550306,1.0,-20.3674285,-40.408242
82 HDB PUBLIC SHELTERS #25-48 REDHILL LANE SINGAPORE 150082,82,REDHILL LANE,HDB PUBLIC SHELTERS,25,48,SINGAPORE,150082,82,REDHILL LANE,HDB PUBLIC SHELTERS,25,48,SINGAPORE,150082,1.0,1.2873461,103.8194827
346 #01-71 TAMPINES STREET 33 SINGAPORE 520346,346,TAMPINES STREET 33,,01,71,SINGAPORE,520346,346,TAMPINES STREET 33,,01,71,SINGAPORE,520346,1.0,1.3513261,103.9627011
928 NANYANG EMERALD #27-90 JURONG WEST STREET 92 SINGAPORE 640928,928,JURONG WEST STREET 92,NANYANG EMERALD,27,90,SINGAPORE,640928,928,JURONG WEST STREET 92,NANYANG EMERALD,27,90,SINGAPORE,640928,1.0,1.3409155,103.6892561
BLOCK 852 TAMPINES STREET 82 TAMPINES VILLE #03-67 SINGAPORE 520852,852,TAMPINES STREET 82,TAMPINES VILLE,03,67,SINGAPORE,520852,852,TAMPINES STREET 82,TAMPINES VILLE,03,67,SINGAPORE,520852,1.0,1.352682,103.9364787
44 PCF SPARKLETOTS PRESCHOOL @ TELOK BLANGAH 44 (CC) TELOK BLANGAH DRIVE #08-33 SINGAPORE 100044,44,TELOK BLANGAH DRIVE,PCF SPARKLETOTS PRESCHOOL @ TELOK BLANGAH 44 (CC),08,33,SINGAPORE,100044,44,TELOK BLANGAH DRIVE,PCF SPARKLETOTS PRESCHOOL @ TELOK BLANGAH 44 (CC),08,33,SINGAPORE,100044,1.0,41.2607596,69.2440155
910 JURONG WEST STREET 91 #09-60 SINGAPORE 640910,910,JURONG WEST STREET 91,,09,60,SINGAPORE,640910,910,JURONG WEST STREET 91,,09,60,SINGAPORE,640910,1.0,1.342022,103.686245
472 #07-56 PASIR RIS DRIVE 6 SINGAPORE 510472,472,PASIR RIS DRIVE 6,,07,56,SINGAPORE,510472,472,PASIR RIS DRIVE 6,,07,56,SINGAPORE,510472,1.0,1.3741916,103.9573178
8 PCF SPARKLETOTS PRESCHOOL@KOLAM AYER BLOCK 8 (DS) #29-46 BOON KENG ROAD SINGAPORE 380008,8,BOON KENG ROAD,PCF SPARKLETOTS PRESCHOOL@KOLAM AYER BLOCK 8 (DS),29,46,SINGAPORE,380008,8,BOON KENG ROAD,PCF SPARKLETOTS PRESCHOOL@KOLAM AYER BLOCK 8 (DS),29,46,SINGAPORE,380008,1.0,22.99707237475728,72.60812960873787
717 CLEMENTI WEST STREET 2 VISTA 18 #02-54 SINGAPORE 120717,717,CLEMENTI WEST STREET 2,VISTA 18,02,54,SINGAPORE,120717,717,CLEMENTI WEST STREET 2,VISTA 18,02,54,SINGAPORE,120717,1.0,1.3032008,103.7625796
506 BEDOK NORTH AVENUE 3 #23-03 KAKI BUKIT VILLE SINGAPORE 460506,506,BEDOK NORTH AVENUE 3,KAKI BUKIT VILLE,23,03,SINGAPORE,460506,506,BEDOK NORTH AVENUE 3,KAKI BUKIT VILLE,23,03,SINGAPORE,460506,1.0,1.332128,103.9337209
720 JURONG WEST AVENUE 5 ELITE LEARNING KINDERGARTEN PTE LTD #08-91 SINGAPORE 640720,720,JURONG WEST AVENUE 5,ELITE LEARNING KINDERGARTEN PTE LTD,08,91,SINGAPORE,640720,720,JURONG WEST AVENUE 5,ELITE LEARNING KINDERGARTEN PTE LTD,08,91,SINGAPORE,640720,1.0,1.344339,103.6975277
624C #21-51 PUNGGOL CENTRAL PUNGGOL SPECTRA SINGAPORE 823624,624C,PUNGGOL CENTRAL,PUNGGOL SPECTRA,21,51,SINGAPORE,823624,624C,PUNGGOL CENTRAL,PUNGGOL SPECTRA,21,51,SINGAPORE,823624,1.0,1.4004919,103.9120207
645 #11-42 HDB PUBLIC SHELTERS JALAN TENAGA SINGAPORE 410645,645,JALAN TENAGA,HDB PUBLIC SHELTERS,11,42,SINGAPORE,410645,645,JALAN TENAGA,HDB PUBLIC SHELTERS,11,42,SINGAPORE,410645,1.0,1.3315286,103.9067104
404 #02-85 JURONG WEST STREET 42 PCF SPARKLETOTS PRESCHOOL @ JURONG CENTRAL 404 (CC) SINGAPORE 640404,404,JURONG WEST STREET 42,PCF SPARKLETOTS PRESCHOOL @ JURONG CENTRAL 404 (CC),02,85,SINGAPORE,640404,404,JURONG WEST STREET 42,PCF SPARKLETOTS PRESCHOOL @ JURONG CENTRAL 404 (CC),02,85,SINGAPORE,640404,1.0,1.353822,103.7221608
50 SIMS VISTA #14-73 SIMS DRIVE SINGAPORE 380050,50,SIMS DRIVE,SIMS VISTA,14,73,SINGAPORE,380050,50,SIMS DRIVE,SIMS VISTA,14,73,SINGAPORE,380050,1.0,22.97967352121212,72.6091919969697
887 PCF SPARKLETOTS PRESCHOOL @ TAMPINES WEST BLOCK 887 (KN) TAMPINES STREET 81 #20-09 SINGAPORE 520887,887,TAMPINES STREET 81,PCF SPARKLETOTS PRESCHOOL @ TAMPINES WEST BLOCK 887 (KN),20,09,SINGAPORE,520887,887,TAMPINES STREET 81,PCF SPARKLETOTS PRESCHOOL @ TAMPINES WEST BLOCK 887 (KN),20,09,SINGAPORE,520887,1.0,1.3503635,103.9321082
864A TAMPINES PARKVIEW TAMPINES STREET 83 #27-23 SINGAPORE 521864,864A,TAMPINES STREET 83,TAMPINES PARKVIEW,27,23,SINGAPORE,521864,864A,TAMPINES STREET 83,TAMPINES PARKVIEW,27,23,SINGAPORE,521864,1.0,1.354674,103.9357171
22 BALAM GARDENS BALAM ROAD #24-21 SINGAPORE 370022,22,BALAM ROAD,BALAM GARDENS,24,21,SINGAPORE,370022,22,BALAM ROAD,BALAM GARDENS,24,21,SINGAPORE,370022,1.0,1.3303436,103.8878332
7 HAIG ROAD #25-77 HAIG VIEW SINGAPORE 430007,7,HAIG ROAD,HAIG VIEW,25,77,SINGAPORE,430007,7,HAIG ROAD,HAIG VIEW,25,77,SINGAPORE,430007,1.0,54.164356517857144,45.162858778571426
338 #11-43 TAMPINES STREET 33 SINGAPORE 520338,338,TAMPINES STREET 33,,11,43,SINGAPORE,520338,338,TAMPINES STREET 33,,11,43,SINGAPORE,520338,1.0,1.3516912,103.9593656
717 BEDOK RESERVOIR GARDEN BEDOK RESERVOIR ROAD #24-76 SINGAPORE 470717,717,BEDOK RESERVOIR ROAD,BEDOK RESERVOIR GARDEN,24,76,SINGAPORE,470717,717,BEDOK RESERVOIR ROAD,BEDOK RESERVOIR GARDEN,24,76,SINGAPORE,470717,1.0,1.337663,103.9256209
507A WELLINGTON CIRCLE #20-51 MONTREAL SPRING SINGAPORE 751507,507A,WELLINGTON CIRCLE,MONTREAL SPRING,20,51,SINGAPORE,751507,507A,WELLINGTON CIRCLE,MONTREAL SPRING,20,51,SINGAPORE,751507,1.0,1.4534998,103.8219642
304 #16-23 HONG KAH EAST GARDEN JURONG EAST STREET 32 SINGAPORE 600304,304,JURONG EAST STREET 32,HONG KAH EAST GARDEN,16,23,SINGAPORE,600304,304,JURONG EAST STREET 32,HONG KAH EAST GARDEN,16,23,SINGAPORE,600304,1.0,46.5158367,26.92343695
348 #08-60 SINGAPORE BUDDHIST FREE CLINIC ANG MO KIO BRANCH CLINIC ANG MO KIO AVENUE 3 SINGAPORE 560348,348,ANG MO KIO AVENUE 3,SINGAPORE,08,60,,560348,348,ANG MO KIO AVENUE 3,SINGAPORE BUDDHIST FREE CLINIC ANG MO KIO BRANCH CLINIC,08,60,SINGAPORE,560348,0.7142857142857143,1.3661934,103.8479032
37 #01-88 JALAN RUMAH TINGGI RUMAH TINGGI VIEW SINGAPORE 150037,37,JALAN RUMAH TINGGI,RUMAH TINGGI VIEW,01,88,SINGAPORE,150037,37,JALAN RUMAH TINGGI,RUMAH TINGGI VIEW,01,88,SINGAPORE,150037,1.0,1.2891887,103.809199
417 CHOA CHU KANG AVENUE 4 #17-92 SINGAPORE 680417,417,CHOA CHU KANG AVENUE 4,,17,92,SINGAPORE,680417,417,CHOA CHU KANG AVENUE 4,,17,92,SINGAPORE,680417,1.0,1.3830922,103.7414951
633 #09-13 BEDOK RESERVOIR ROAD EUNOS TENAGA VILLE SINGAPORE 410633,633,BEDOK RESERVOIR ROAD,EUNOS TENAGA VILLE,09,13,SINGAPORE,410633,633,BEDOK RESERVOIR ROAD,EUNOS TENAGA VILLE,09,13,SINGAPORE,410633,1.0,1.3304629,103.9052159
802B #02-66 KEAT HONG CLOSE KEAT HONG CREST SINGAPORE 682802,802B,KEAT HONG CLOSE,KEAT HONG CREST,02,66,SINGAPORE,682802,802B,KEAT HONG CLOSE,KEAT HONG CREST,02,66,SINGAPORE,682802,1.0,1.3747417,103.7431329
146 #15-11 BUKIT BATOK WEST AVENUE 6 SINGAPORE 650146,146,BUKIT BATOK WEST AVENUE 6,,15,11,SINGAPORE,650146,146,BUKIT BATOK WEST AVENUE 6,,15,11,SINGAPORE,650146,1.0,1.3496792,103.7441184
BLOCK 118D JALAN MEMBINA MEMBINA 118 #20-50 SINGAPORE 164118,118D,JALAN MEMBINA,MEMBINA 118,20,50,SINGAPORE,164118,118D,JALAN MEMBINA,MEMBINA 118,20,50,SINGAPORE,164118,1.0,49.8417187,-124.5190098
103 EUNOS VISTA BEDOK RESERVOIR ROAD #13-33 SINGAPORE 470103,103,BEDOK RESERVOIR ROAD,EUNOS VISTA,13,33,SINGAPORE,470103,103,BEDOK RESERVOIR ROAD,EUNOS VISTA,13,33,SINGAPORE,470103,1.0,1.3287603,103.9096051
303 CLEMENTI AVENUE 4 CLEMENTI MEADOWS #17-82 SINGAPORE 120303,303,CLEMENTI AVENUE 4,CLEMENTI MEADOWS,17,82,SINGAPORE,120303,303,CLEMENTI AVENUE 4,CLEMENTI MEADOWS,17,82,SINGAPORE,120303,1.0,11.5654018,104.9158876
372 #10-60 JURONG EAST STREET 32 JURONG EAST COURT SINGAPORE 600372,372,JURONG EAST STREET 32,JURONG EAST COURT,10,60,SINGAPORE,600372,372,JURONG EAST STREET 32,JURONG EAST COURT,10,60,SINGAPORE,600372,1.0,46.5819074,26.9058091
303 CLEMENTI AVENUE 4 CLEMENTI MEADOWS #10-75 SINGAPORE 120303,303,CLEMENTI AVENUE 4,CLEMENTI MEADOWS,10,75,SINGAPORE,120303,303,CLEMENTI AVENUE 4,CLEMENTI MEADOWS,10,75,SINGAPORE,120303,1.0,11.5654018,104.9158876
529 #24-53 JELAPANG ROAD PANGSHAN VALLEY SINGAPORE 670529,529,JELAPANG ROAD,PANGSHAN VALLEY,24,53,SINGAPORE,670529,529,JELAPANG ROAD,PANGSHAN VALLEY,24,53,SINGAPORE,670529,1.0,50.12867155,15.02505491211754
207 BOON LAY PLACE #02-30 BOON LAY PLACE SINGAPORE 640207,207,BOON LAY PLACE,,02,30,SINGAPORE,640207,207,BOON LAY PLACE,BOON LAY PLACE,02,30,SINGAPORE,640207,0.8571428571428571,1.346584,103.7135919
209 BOON LAY PLACE SIAN CHAY MEDICAL INSTITUTION BOON LAY BRANCH #08-80 SINGAPORE 640209,209,BOON LAY PLACE,SIAN CHAY MEDICAL INSTITUTION BOON LAY BRANCH,08,80,SINGAPORE,640209,209,BOON LAY PLACE,SIAN CHAY MEDICAL INSTITUTION BOON LAY BRANCH,08,80,SINGAPORE,640209,1.0,1.3464979,103.7153865
543 ANG MO KIO AVENUE 10 #11-53 CHENG SAN GREEN SINGAPORE 560543,543,ANG MO KIO AVENUE 10,CHENG SAN GREEN,11,53,SINGAPORE,560543,543,ANG MO KIO AVENUE 10,CHENG SAN GREEN,11,53,SINGAPORE,560543,1.0,1.3743237,103.8562497
104 #28-76 BUKIT PURMEI ROAD BUKIT PURMEI VILLE SINGAPORE 090104,104,BUKIT PURMEI ROAD,BUKIT PURMEI VILLE,28,76,SINGAPORE,090104,104,BUKIT PURMEI ROAD,BUKIT PURMEI VILLE,28,76,SINGAPORE,090104,1.0,52.3758771,9.792605225676429
108C #26-75 TOWNER HEIGHTS MCNAIR ROAD SINGAPORE 324108,108C,MCNAIR ROAD,TOWNER HEIGHTS,26,75,SINGAPORE,324108,108C,MCNAIR ROAD,TOWNER HEIGHTS,26,75,SINGAPORE,324108,1.0,1.31977,103.8596402
20 BALAM GARDENS #07-96 BALAM ROAD SINGAPORE 370020,20,BALAM ROAD,BALAM GARDENS,07,96,SINGAPORE,370020,20,BALAM ROAD,BALAM GARDENS,07,96,SINGAPORE,370020,1.0,23.23879197894737,69.75242868421053
133 #05-19 JALAN BUKIT MERAH SINGAPORE 160133,133,JALAN BUKIT MERAH,,05,19,SINGAPORE,160133,133,JALAN BUKIT MERAH,,05,19,SINGAPORE,160133,1.0,41.0005742,71.6628375
414 #10-30 JURONG WEST STREET 42 SINGAPORE 640414,414,JURONG WEST STREET 42,,10,30,SINGAPORE,640414,414,JURONG WEST STREET 42,,10,30,SINGAPORE,640414,1.0,1.3528121,103.7260107
